fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
1008,206326,"182862065234978",Nalani Hulla,Chabua,Dibrugarh,Assam,India,Nalani Hulla,,Nalani Hulla,291429,2065,286,18,"291429",3.01990841,Village,Rural,3853797.86913714,9722.18007709175,1008,206326,"182862065234978",Nalani Hulla,Chabua,Dibrugarh,Assam,India,Nalani Hulla,,Nalani Hulla,291429,2065,286,18,3.01990841,Village,Rural,3853797.86913714,9722.18007709175,"18637",376342.580569303,0.886
1009,210359,"182862068235466",Nalani Kapahua No 1,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.1,,Nalani Kapahua,292027,2068,286,18,"292027",0.58330585,Village,Rural,741262.527143656,4239.35611810638,1009,210359,"182862068235466",Nalani Kapahua No 1,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.1,,Nalani Kapahua,292027,2068,286,18,0.58330585,Village,Rural,741262.527143656,4239.35611810638,"18637",348057.69574496,0.49
1010,206435,"182862068235479",Nalani Kapahua No 2,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.2,,Nalani Kapahua,292025,2068,286,18,"292025",0.95975461,Village,Rural,1219725.22265308,6992.45808436999,1010,206435,"182862068235479",Nalani Kapahua No 2,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.2,,Nalani Kapahua,292025,2068,286,18,0.95975461,Village,Rural,1219725.22265308,6992.45808436999,"18637",349819.712126197,0.514
1011,206311,"182862068235467",Nalani Kapahua No 3,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.3,,Nalani Kapahua,292030,2068,286,18,"292030",0.73962485,Village,Rural,940017.076869182,5676.14937201412,1011,206311,"182862068235467",Nalani Kapahua No 3,Tingkhong,Dibrugarh,Assam,India,Nalani Kapahua No.3,,Nalani Kapahua,292030,2068,286,18,0.73962485,Village,Rural,940017.076869182,5676.14937201412,"18637",349016.732430419,0.503
1012,205369,"182862069235624",Na Mati Block,Naharkatiya,Dibrugarh,Assam,India,Na-Mati Block,,Na-Mati Block,292289,2069,286,18,"292289",2.02180998,Village,Rural,2569426.15772033,8474.70317491437,1012,205369,"182862069235624",Na Mati Block,Naharkatiya,Dibrugarh,Assam,India,Na-Mati Block,,Na-Mati Block,292289,2069,286,18,2.02180998,Village,Rural,2569426.15772033,8474.70317491437,"18637",358301.734263789,0.633
1013,205430,"182862069235528",Namchang Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Namchang Chah Bagicha,,Namchang Chah Bagicha,292392,2069,286,18,"292392",6.57594515,Village,Rural,8352283.05025577,12588.0676379529,1013,205430,"182862069235528",Namchang Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Namchang Chah Bagicha,,Namchang Chah Bagicha,292392,2069,286,18,6.57594515,Village,Rural,8352283.05025577,12588.0676379529,"18637",378212.775673297,0.912
1014,210891,"182862067235832",Namdang R F,Moran,Dibrugarh,Assam,India,,,,0,2067,286,18,,2.51924001,Reserve Forest,Rural,3204499.04330387,10358.2900219592,1014,210891,"182862067235832",Namdang R F,Moran,Dibrugarh,Assam,India,,,,0,2067,286,18,2.51924001,Reserve Forest,Rural,3204499.04330387,10358.2900219592,"18637",342647.553822525,0.414
1015,211547,"182862069235602",Namrup Chah Bagicha S F Rly,Naharkatiya,Dibrugarh,Assam,India,Namrup Chah Bagicha (S/F) Rly,,Namrup Chah Bagicha (S/F) Rly,292373,2069,286,18,"292373",0.5568647,Village,Rural,706826.260834753,4137.52404428662,1015,211547,"182862069235602",Namrup Chah Bagicha S F Rly,Naharkatiya,Dibrugarh,Assam,India,Namrup Chah Bagicha (S/F) Rly,,Namrup Chah Bagicha (S/F) Rly,292373,2069,286,18,0.5568647,Village,Rural,706826.260834753,4137.52404428662,"18637",360488.433439255,0.664
1016,206620,"182862069235549",Namrup Chah Bagicha West Of R,Naharkatiya,Dibrugarh,Assam,India,Namrup Chah Bagicha (West Of R),,Namrup Chah Bagicha (West Of R),292408,2069,286,18,"292408",8.17200235,Village,Rural,10370816.4968466,14105.9965090942,1016,206620,"182862069235549",Namrup Chah Bagicha West Of R,Naharkatiya,Dibrugarh,Assam,India,Namrup Chah Bagicha (West Of R),,Namrup Chah Bagicha (West Of R),292408,2069,286,18,8.17200235,Village,Rural,10370816.4968466,14105.9965090942,"18637",363056.69916834,0.7
1017,206480,"182862069235542",Namrup CT,Naharkatiya,Dibrugarh,Assam,India,Namrup (CT),,Namrup (CT),292421,2069,286,18,"292421",2.30488812,Town,Urban,2924556.03159734,8543.49871070356,1017,206480,"182862069235542",Namrup CT,Naharkatiya,Dibrugarh,Assam,India,Namrup (CT),,Namrup (CT),292421,2069,286,18,2.30488812,Town,Urban,2924556.03159734,8543.49871070356,"18637",366118.101550059,0.743
1018,206347,"182862066235193",Naohalia No 1,Tengakhat,Dibrugarh,Assam,India,Naohalia No.1,,Naohalia,291523,2066,286,18,"291523",1.46855732,Village,Rural,1869305.1646604,6585.33751233077,1018,206347,"182862066235193",Naohalia No 1,Tengakhat,Dibrugarh,Assam,India,Naohalia No.1,,Naohalia,291523,2066,286,18,1.46855732,Village,Rural,1869305.1646604,6585.33751233077,"18637",374923.38737897,0.866
1019,206455,"182862066235195",Naohalia No 3,Tengakhat,Dibrugarh,Assam,India,Naohalia No.3,,Naohalia,291522,2066,286,18,"291522",0.25603166,Village,Rural,325884.621905612,2602.63547979711,1019,206455,"182862066235195",Naohalia No 3,Tengakhat,Dibrugarh,Assam,India,Naohalia No.3,,Naohalia,291522,2066,286,18,0.25603166,Village,Rural,325884.621905612,2602.63547979711,"18637",373936.749007461,0.852
1020,206738,"182862066235165",Naoholia Tipling,Tengakhat,Dibrugarh,Assam,India,Naoholia Tipling,,Naoholia Tipling,291573,2066,286,18,"291573",0.58640896,Village,Rural,746239.498530102,3911.97426864996,1020,206738,"182862066235165",Naoholia Tipling,Tengakhat,Dibrugarh,Assam,India,Naoholia Tipling,,Naoholia Tipling,291573,2066,286,18,0.58640896,Village,Rural,746239.498530102,3911.97426864996,"18637",375441.454343077,0.873
1021,206484,"182862067235977",Na Pather,Moran,Dibrugarh,Assam,India,Na-Pather,,Na-Pather,291848,2067,286,18,"291848",0.81946822,Village,Rural,1040415.06357472,4458.0052806407,1021,206484,"182862067235977",Na Pather,Moran,Dibrugarh,Assam,India,Na-Pather,,Na-Pather,291848,2067,286,18,0.81946822,Village,Rural,1040415.06357472,4458.0052806407,"18637",324376.071916706,0.158
1022,206642,"182862068235522",Na Sripuria,Tingkhong,Dibrugarh,Assam,India,Na-Sripuria,,Na-Sripuria,292053,2068,286,18,"292053",1.13548021,Village,Rural,1442242.14047159,4907.66164712601,1022,206642,"182862068235522",Na Sripuria,Tingkhong,Dibrugarh,Assam,India,Na-Sripuria,,Na-Sripuria,292053,2068,286,18,1.13548021,Village,Rural,1442242.14047159,4907.66164712601,"18637",355229.75288334,0.59
1023,205175,"182862067235869",Natun Majhi,Moran,Dibrugarh,Assam,India,Natun Majhi,,Natun Majhi,291974,2067,286,18,"291974",0.97224257,Village,Rural,1233267.23314731,6310.68301991399,1023,205175,"182862067235869",Natun Majhi,Moran,Dibrugarh,Assam,India,Natun Majhi,,Natun Majhi,291974,2067,286,18,0.97224257,Village,Rural,1233267.23314731,6310.68301991399,"18637",323204.58583386,0.142
1024,206296,"182862068235299",Nemupather,Tingkhong,Dibrugarh,Assam,India,Nemupather 69 No.,,Nemupather,292184,2068,286,18,"292184",5.37980257,Village,Rural,6822653.06097967,12845.5150878186,1024,206296,"182862068235299",Nemupather,Tingkhong,Dibrugarh,Assam,India,Nemupather 69 No.,,Nemupather,292184,2068,286,18,5.37980257,Village,Rural,6822653.06097967,12845.5150878186,"18637",333040.664823726,0.28
1025,206517,"182862068235298",Nemupather Namoni Pather,Tingkhong,Dibrugarh,Assam,India,Nemupather (Namoni Pather),,Nemupather (Namoni Pather),292106,2068,286,18,"292106",1.30691711,Village,Rural,1658702.33153783,6154.66827859755,1025,206517,"182862068235298",Nemupather Namoni Pather,Tingkhong,Dibrugarh,Assam,India,Nemupather (Namoni Pather),,Nemupather (Namoni Pather),292106,2068,286,18,1.30691711,Village,Rural,1658702.33153783,6154.66827859755,"18637",334686.162888062,0.303
1026,211221,"182862065235331",Nepali Chapori,Chabua,Dibrugarh,Assam,India,Nepali Chapori,,Nepali Chapori,291362,2065,286,18,"291362",1.27809219,Village,Rural,1634666.68506005,8068.97363524983,1026,211221,"182862065235331",Nepali Chapori,Chabua,Dibrugarh,Assam,India,Nepali Chapori,,Nepali Chapori,291362,2065,286,18,1.27809219,Village,Rural,1634666.68506005,8068.97363524983,"18637",374029.788702404,0.853
1027,206571,"182862063234753",Nibuk Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nibuk Gaon,,Nibuk Gaon,291217,2063,286,18,"291217",0.88643321,Village,Rural,1127516.61775832,4247.001912859,1027,206571,"182862063234753",Nibuk Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nibuk Gaon,,Nibuk Gaon,291217,2063,286,18,0.88643321,Village,Rural,1127516.61775832,4247.001912859,"18637",333699.245151254,0.289
1028,206305,"182862069235605",Nigam Gaon,Naharkatiya,Dibrugarh,Assam,India,Nigam Gaon,,Nigam Gaon,292374,2069,286,18,"292374",2.75893571,Village,Rural,3502897.45033526,7576.36907857823,1028,206305,"182862069235605",Nigam Gaon,Naharkatiya,Dibrugarh,Assam,India,Nigam Gaon,,Nigam Gaon,292374,2069,286,18,2.75893571,Village,Rural,3502897.45033526,7576.36907857823,"18637",363461.919048688,0.705
1029,205452,"182862063234787",Nij Khanikar Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nij Khanikar Gaon,,Nij Khanikar Gaon,291105,2063,286,18,"291105",1.59424184,Village,Rural,2031441.17033226,6669.94691209078,1029,205452,"182862063234787",Nij Khanikar Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nij Khanikar Gaon,,Nij Khanikar Gaon,291105,2063,286,18,1.59424184,Village,Rural,2031441.17033226,6669.94691209078,"18637",344651.809982386,0.442
1030,211515,"182862068235419",Nilmoni,Tingkhong,Dibrugarh,Assam,India,Nilmoni 15/55/79,,Nilmoni,292166,2068,286,18,"292166",1.73465269,Village,Rural,2200961.90415059,6839.01431699674,1030,211515,"182862068235419",Nilmoni,Tingkhong,Dibrugarh,Assam,India,Nilmoni 15/55/79,,Nilmoni,292166,2068,286,18,1.73465269,Village,Rural,2200961.90415059,6839.01431699674,"18637",347690.657509247,0.485
1031,209895,"182862068235416",Nilmoni Darkhastor,Tingkhong,Dibrugarh,Assam,India,Nilmoni 84 (Darkhastor),,Nilmoni (Darkhastor),292168,2068,286,18,"292168",1.49650029,Village,Rural,1898885.44583231,6483.0745112507,1031,209895,"182862068235416",Nilmoni Darkhastor,Tingkhong,Dibrugarh,Assam,India,Nilmoni 84 (Darkhastor),,Nilmoni (Darkhastor),292168,2068,286,18,1.49650029,Village,Rural,1898885.44583231,6483.0745112507,"18637",348682.785221738,0.499
1032,205524,"182862069235650",Nirmalia Gaon,Naharkatiya,Dibrugarh,Assam,India,Nirmalia Gaon,,Nirmalia Gaon,292311,2069,286,18,"292311",1.2422051,Village,Rural,1578463.15978509,5223.44797054812,1032,205524,"182862069235650",Nirmalia Gaon,Naharkatiya,Dibrugarh,Assam,India,Nirmalia Gaon,,Nirmalia Gaon,292311,2069,286,18,1.2422051,Village,Rural,1578463.15978509,5223.44797054812,"18637",364086.62487219,0.714
1033,205383,"182862069235648",Nirmalia N C,Naharkatiya,Dibrugarh,Assam,India,Nirmalia N.C.,,Nirmalia N.C.,292356,2069,286,18,"292356",1.04085624,Village,Rural,1322256.7499599,5193.46864507001,1033,205383,"182862069235648",Nirmalia N C,Naharkatiya,Dibrugarh,Assam,India,Nirmalia N.C.,,Nirmalia N.C.,292356,2069,286,18,1.04085624,Village,Rural,1322256.7499599,5193.46864507001,"18637",364143.023379989,0.715
1034,210948,"182862066235236",Niz Bhekulajan,Tengakhat,Dibrugarh,Assam,India,Niz Bhekulajan,,Niz Bhekulajan,291491,2066,286,18,"291491",1.2359482,Village,Rural,1573712.75305824,5488.21516209557,1034,210948,"182862066235236",Niz Bhekulajan,Tengakhat,Dibrugarh,Assam,India,Niz Bhekulajan,,Niz Bhekulajan,291491,2066,286,18,1.2359482,Village,Rural,1573712.75305824,5488.21516209557,"18637",365283.129134378,0.731
1035,205484,"182862065235005",Niz Chabua,Chabua,Dibrugarh,Assam,India,Niz Chabua,,Niz Chabua,291447,2065,286,18,"291447",1.29020567,Village,Rural,1645883.97627302,5199.04242204291,1035,205484,"182862065235005",Niz Chabua,Chabua,Dibrugarh,Assam,India,Niz Chabua,,Niz Chabua,291447,2065,286,18,1.29020567,Village,Rural,1645883.97627302,5199.04242204291,"18637",370263.485272605,0.801
1036,205118,"182862064234948",Niz Kanai Gaon,Dibrugarh East,Dibrugarh,Assam,India,Niz Kanai Gaon,,Niz Kanai Gaon,291273,2064,286,18,"291273",3.10434764,Village,Rural,3962606.50379965,8358.55618877727,1036,205118,"182862064234948",Niz Kanai Gaon,Dibrugarh East,Dibrugarh,Assam,India,Niz Kanai Gaon,,Niz Kanai Gaon,291273,2064,286,18,3.10434764,Village,Rural,3962606.50379965,8358.55618877727,"18637",359626.070042254,0.652
1037,205424,"182862067236007",Niz Khowang,Moran,Dibrugarh,Assam,India,Niz Khowang,,Niz Khowang,291721,2067,286,18,"291721",1.67107193,Village,Rural,2123746.26602933,6594.18269715815,1037,205424,"182862067236007",Niz Khowang,Moran,Dibrugarh,Assam,India,Niz Khowang,,Niz Khowang,291721,2067,286,18,1.67107193,Village,Rural,2123746.26602933,6594.18269715815,"18637",332995.996996131,0.279
1038,210889,"182862067235817",Niz Khowang Betoni,Moran,Dibrugarh,Assam,India,Niz Khowang Betoni,,Niz Khowang Betoni,291730,2067,286,18,"291730",1.71016592,Village,Rural,2173489.05198688,10805.2477641711,1038,210889,"182862067235817",Niz Khowang Betoni,Moran,Dibrugarh,Assam,India,Niz Khowang Betoni,,Niz Khowang Betoni,291730,2067,286,18,1.71016592,Village,Rural,2173489.05198688,10805.2477641711,"18637",334164.443511197,0.295
1039,211476,"182862067235822",Niz Khowang Domar Hula,Moran,Dibrugarh,Assam,India,Niz Khowang Domar Hula,,Niz Khowang Domar Hula,291723,2067,286,18,"291723",0.94438928,Village,Rural,1200400.50544434,5266.00510482357,1039,211476,"182862067235822",Niz Khowang Domar Hula,Moran,Dibrugarh,Assam,India,Niz Khowang Domar Hula,,Niz Khowang Domar Hula,291723,2067,286,18,0.94438928,Village,Rural,1200400.50544434,5266.00510482357,"18637",333470.640579875,0.286
1040,206779,"182862064234926",Niz Lahoal,Dibrugarh East,Dibrugarh,Assam,India,Niz Lahoal,,Niz Lahoal,291286,2064,286,18,"291286",0.23786204,Village,Rural,303338.105466911,2351.16282345687,1040,206779,"182862064234926",Niz Lahoal,Dibrugarh East,Dibrugarh,Assam,India,Niz Lahoal,,Niz Lahoal,291286,2064,286,18,0.23786204,Village,Rural,303338.105466911,2351.16282345687,"18637",353221.932668961,0.562
1041,205459,"182862063234671",Niz Mankata CT,Dibrugarh East,Dibrugarh,Assam,India,Niz- Mankata (CT),,Niz- Mankata (CT),291253,2064,286,18,"291253",1.53480553,Town,Urban,1956953.87833028,5812.57731810329,1041,205459,"182862063234671",Niz Mankata CT,Dibrugarh East,Dibrugarh,Assam,India,Niz- Mankata (CT),,Niz- Mankata (CT),291253,2064,286,18,1.53480553,Town,Urban,1956953.87833028,5812.57731810329,"18637",347308.649638057,0.479
1042,210626,"182862064234892",Niz Moderkhat,Dibrugarh East,Dibrugarh,Assam,India,Niz Moderkhat,,Niz Moderkhat,291320,2064,286,18,"291320",0.90463532,Village,Rural,1152769.53932128,4916.28208340556,1042,210626,"182862064234892",Niz Moderkhat,Dibrugarh East,Dibrugarh,Assam,India,Niz Moderkhat,,Niz Moderkhat,291320,2064,286,18,0.90463532,Village,Rural,1152769.53932128,4916.28208340556,"18637",355825.661263073,0.599
1043,205085,"182862064234905",Niz Moidomia,Dibrugarh East,Dibrugarh,Assam,India,Niz Moidomia,,Niz Moidomia,291299,2064,286,18,"291299",2.49603651,Village,Rural,3182977.75747773,10066.5444848705,1043,205085,"182862064234905",Niz Moidomia,Dibrugarh East,Dibrugarh,Assam,India,Niz Moidomia,,Niz Moidomia,291299,2064,286,18,2.49603651,Village,Rural,3182977.75747773,10066.5444848705,"18637",355155.417555516,0.589
1044,205474,"182862065235058",Niz Rahmoria,Chabua,Dibrugarh,Assam,India,Niz-Rahmoria,,Niz-Rahmoria,291370,2065,286,18,"291370",2.86593981,Village,Rural,3659259.69906867,8908.35363091864,1044,205474,"182862065235058",Niz Rahmoria,Chabua,Dibrugarh,Assam,India,Niz-Rahmoria,,Niz-Rahmoria,291370,2065,286,18,2.86593981,Village,Rural,3659259.69906867,8908.35363091864,"18637",367600.713425045,0.763
1045,206686,"182862066235224",Niz Tengakhat,Tengakhat,Dibrugarh,Assam,India,Niz-Tengakhat,,Niz-Tengakhat,291606,2066,286,18,"291606",1.84968052,Village,Rural,2355120.05912224,8069.54438813697,1045,206686,"182862066235224",Niz Tengakhat,Tengakhat,Dibrugarh,Assam,India,Niz-Tengakhat,,Niz-Tengakhat,291606,2066,286,18,1.84968052,Village,Rural,2355120.05912224,8069.54438813697,"18637",361041.103503726,0.672
1046,206746,"182862064234868",Nlr Grant,Dibrugarh East,Dibrugarh,Assam,India,123/244 No. NLR. Grant,,Grant,291341,2064,286,18,"291341",1.8964602,Village,Rural,2414933.26086985,8662.33974268722,1046,206746,"182862064234868",Nlr Grant,Dibrugarh East,Dibrugarh,Assam,India,123/244 No. NLR. Grant,,Grant,291341,2064,286,18,1.8964602,Village,Rural,2414933.26086985,8662.33974268722,"18637",351914.723121067,0.544
1047,210899,"182862066235079",No 10 Willton Grant,Tengakhat,Dibrugarh,Assam,India,No.10 Willton Grant,,Willton Grant,291619,2066,286,18,"291619",0.99532935,Village,Rural,1267227.81876934,7067.43757144236,1047,210899,"182862066235079",No 10 Willton Grant,Tengakhat,Dibrugarh,Assam,India,No.10 Willton Grant,,Willton Grant,291619,2066,286,18,0.99532935,Village,Rural,1267227.81876934,7067.43757144236,"18637",354659.476210394,0.582
1048,206394,"182862066235212",No 11 Willton Grant,Tengakhat,Dibrugarh,Assam,India,No.11 Willton Grant,,Willton Grant,291618,2066,286,18,"291618",1.54911879,Village,Rural,1972195.48485356,7231.34838724864,1048,206394,"182862066235212",No 11 Willton Grant,Tengakhat,Dibrugarh,Assam,India,No.11 Willton Grant,,Willton Grant,291618,2066,286,18,1.54911879,Village,Rural,1972195.48485356,7231.34838724864,"18637",355128.438304595,0.589
1049,211477,"182862067235803",No 1 Burikhowang,Moran,Dibrugarh,Assam,India,No.1 Burikhowang,,Burikhowang,291731,2067,286,18,"291731",1.10982093,Village,Rural,1410690.58442394,7063.47927386084,1049,211477,"182862067235803",No 1 Burikhowang,Moran,Dibrugarh,Assam,India,No.1 Burikhowang,,Burikhowang,291731,2067,286,18,1.10982093,Village,Rural,1410690.58442394,7063.47927386084,"18637",334764.86389373,0.304
1050,205433,"182862063234803",No 1 Garudharia Gaon,Dibrugarh West,Dibrugarh,Assam,India,No.1 Garudharia Gaon,,Garudharia Gaon,291125,2063,286,18,"291125",2.56369628,Village,Rural,3261162.00510096,7521.88174894738,1050,205433,"182862063234803",No 1 Garudharia Gaon,Dibrugarh West,Dibrugarh,Assam,India,No.1 Garudharia Gaon,,Garudharia Gaon,291125,2063,286,18,2.56369628,Village,Rural,3261162.00510096,7521.88174894738,"18637",328768.194816253,0.22
1051,211577,"182862066235213",No 1 Naharani,Tengakhat,Dibrugarh,Assam,India,No.1 Naharani,,Naharani,291616,2066,286,18,"291616",2.99242506,Village,Rural,3809481.1790387,11349.2916118936,1051,211577,"182862066235213",No 1 Naharani,Tengakhat,Dibrugarh,Assam,India,No.1 Naharani,,Naharani,291616,2066,286,18,2.99242506,Village,Rural,3809481.1790387,11349.2916118936,"18637",356189.180895616,0.604
1052,205384,"182862067235805",No 1 Rowmari,Moran,Dibrugarh,Assam,India,No.1 Rowmari,,Rowmari,291734,2067,286,18,"291734",0.87911618,Village,Rural,1117755.68761453,5438.9242488683,1052,205384,"182862067235805",No 1 Rowmari,Moran,Dibrugarh,Assam,India,No.1 Rowmari,,Rowmari,291734,2067,286,18,0.87911618,Village,Rural,1117755.68761453,5438.9242488683,"18637",338662.28587015,0.358
1053,210680,"182862063234740",No 2 Garudharia Gaon,Dibrugarh West,Dibrugarh,Assam,India,No.2 Garudharia Gaon,,Garudharia Gaon,291123,2063,286,18,"291123",3.92957101,Village,Rural,4998169.0049043,12953.9392127,1053,210680,"182862063234740",No 2 Garudharia Gaon,Dibrugarh West,Dibrugarh,Assam,India,No.2 Garudharia Gaon,,Garudharia Gaon,291123,2063,286,18,3.92957101,Village,Rural,4998169.0049043,12953.9392127,"18637",329383.939147425,0.228
1054,209890,"182862068235349",No 2 Grant No 57,Tingkhong,Dibrugarh,Assam,India,No.2 Grant No.57,,Grant,292121,2068,286,18,"292121",0.94677558,Village,Rural,1201469.06837399,6029.78477323342,1054,209890,"182862068235349",No 2 Grant No 57,Tingkhong,Dibrugarh,Assam,India,No.2 Grant No.57,,Grant,292121,2068,286,18,0.94677558,Village,Rural,1201469.06837399,6029.78477323342,"18637",340807.641969737,0.388
1055,206647,"182862067235804",No 2 Rowmari,Moran,Dibrugarh,Assam,India,No.2 Rowmari,,Rowmari,291733,2067,286,18,"291733",0.34070404,Village,Rural,433065.065397358,3033.34862428964,1055,206647,"182862067235804",No 2 Rowmari,Moran,Dibrugarh,Assam,India,No.2 Rowmari,,Rowmari,291733,2067,286,18,0.34070404,Village,Rural,433065.065397358,3033.34862428964,"18637",336216.739109438,0.324
1056,205289,"182862067235815",No 3 Burikhowang,Moran,Dibrugarh,Assam,India,No.3 Burikhowang,,Burikhowang,291732,2067,286,18,"291732",2.78405855,Village,Rural,3539259.0106994,9638.90528757525,1056,205289,"182862067235815",No 3 Burikhowang,Moran,Dibrugarh,Assam,India,No.3 Burikhowang,,Burikhowang,291732,2067,286,18,2.78405855,Village,Rural,3539259.0106994,9638.90528757525,"18637",336721.636546782,0.331
1057,211465,"182862063234721",Nogachuk Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nogachuk Pather Gaon,,Nogachuk Pather Gaon,291198,2063,286,18,"291198",1.54099818,Village,Rural,1958767.57431878,7303.2919048061,1057,211465,"182862063234721",Nogachuk Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Nogachuk Pather Gaon,,Nogachuk Pather Gaon,291198,2063,286,18,1.54099818,Village,Rural,1958767.57431878,7303.2919048061,"18637",324965.146942427,0.166
1058,206327,"182862064234951",Nogaghuli,Dibrugarh East,Dibrugarh,Assam,India,Nogaghuli 7/180 Orr,,Nogaghuli,291262,2064,286,18,"291262",4.48715374,Village,Rural,5728566.94483606,12687.024387103,1058,206327,"182862064234951",Nogaghuli,Dibrugarh East,Dibrugarh,Assam,India,Nogaghuli 7/180 Orr,,Nogaghuli,291262,2064,286,18,4.48715374,Village,Rural,5728566.94483606,12687.024387103,"18637",358892.651283936,0.641
1059,206413,"182862063234799",No Hazar Konwar Gaon,Dibrugarh West,Dibrugarh,Assam,India,No-Hazar Konwar Gaon,,No-Hazar Konwar Gaon,291138,2063,286,18,"291138",1.90848167,Village,Rural,2430219.16319173,6660.95314631056,1059,206413,"182862063234799",No Hazar Konwar Gaon,Dibrugarh West,Dibrugarh,Assam,India,No-Hazar Konwar Gaon,,No-Hazar Konwar Gaon,291138,2063,286,18,1.90848167,Village,Rural,2430219.16319173,6660.95314631056,"18637",337661.862825794,0.344
1060,206585,"182862066235120",Noloni Pather,Tengakhat,Dibrugarh,Assam,India,Noloni Pather,,Noloni Pather,291579,2066,286,18,"291579",0.64921004,Village,Rural,825875.804445449,3635.50202748884,1060,206585,"182862066235120",Noloni Pather,Tengakhat,Dibrugarh,Assam,India,Noloni Pather,,Noloni Pather,291579,2066,286,18,0.64921004,Village,Rural,825875.804445449,3635.50202748884,"18637",371084.765362704,0.812
1061,206678,"182862063234757",Nowjan Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Gaon No.1,,Nowjan Gaon,291219,2063,286,18,"291219",1.86208994,Village,Rural,2369363.45122395,7471.74876907527,1061,206678,"182862063234757",Nowjan Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Gaon No.1,,Nowjan Gaon,291219,2063,286,18,1.86208994,Village,Rural,2369363.45122395,7471.74876907527,"18637",335596.791256785,0.315
1062,206665,"182862063234755",Nowjan Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Gaon No.2,,Nowjan Gaon,291221,2063,286,18,"291221",1.55024311,Village,Rural,1971864.91551211,6262.73027924929,1062,206665,"182862063234755",Nowjan Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Gaon No.2,,Nowjan Gaon,291221,2063,286,18,1.55024311,Village,Rural,1971864.91551211,6262.73027924929,"18637",334912.798290619,0.306
1063,211240,"182862067235835",Nowjan Habi,Moran,Dibrugarh,Assam,India,Nowjan Habi,,Nowjan Habi,291727,2067,286,18,"291727",1.4215941,Village,Rural,1807654.54375242,6245.62836704144,1063,211240,"182862067235835",Nowjan Habi,Moran,Dibrugarh,Assam,India,Nowjan Habi,,Nowjan Habi,291727,2067,286,18,1.4215941,Village,Rural,1807654.54375242,6245.62836704144,"18637",335831.484677787,0.319
1064,205389,"182862067235834",Nowjan N C,Moran,Dibrugarh,Assam,India,Nowjan N.C.,,Nowjan N.C.,291725,2067,286,18,"291725",1.85238168,Village,Rural,2355670.13737559,6016.24144116174,1064,205389,"182862067235834",Nowjan N C,Moran,Dibrugarh,Assam,India,Nowjan N.C.,,Nowjan N.C.,291725,2067,286,18,1.85238168,Village,Rural,2355670.13737559,6016.24144116174,"18637",335207.414481485,0.31
1065,210525,"182862063234707",Nowjan Salmari N C,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Salmari N.C.,,Nowjan Salmari N.C.,291218,2063,286,18,"291218",0.45490707,Village,Rural,578552.632614025,3754.38452957255,1065,210525,"182862063234707",Nowjan Salmari N C,Dibrugarh West,Dibrugarh,Assam,India,Nowjan Salmari N.C.,,Nowjan Salmari N.C.,291218,2063,286,18,0.45490707,Village,Rural,578552.632614025,3754.38452957255,"18637",334848.714381921,0.305
1066,206516,"182862067236011",Nowkata Gaon,Moran,Dibrugarh,Assam,India,Nowkata Gaon,,Nowkata Gaon,291996,2067,286,18,"291996",0.91715065,Village,Rural,1164189.79219319,6789.7197977132,1066,206516,"182862067236011",Nowkata Gaon,Moran,Dibrugarh,Assam,India,Nowkata Gaon,,Nowkata Gaon,291996,2067,286,18,0.91715065,Village,Rural,1164189.79219319,6789.7197977132,"18637",330258.60122436,0.241
