fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope_mean
1225,210681,"182862063234737",Sessakiner Gaon,Dibrugarh West,Dibrugarh,Assam,India,Sessakiner Gaon,,Sessakiner Gaon,291181,2063,286,18,"291181",2.37606065,Village,Rural,3021092.26516069,9516.26079197819,1
1226,211840,"182862063234747",Sessakuch Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Sessakuch Gaon No.1,,Sessakuch Gaon,291170,2063,286,18,"291170",0.61588492,Village,Rural,783491.283746387,4037.89270029233,1
1227,210679,"182862063234748",Sessakuch Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Sessakuch Gaon No.2,,Sessakuch Gaon,291169,2063,286,18,"291169",1.76622779,Village,Rural,2246671.9674033,7638.39679825994,1
1228,211841,"182862063234756",Sessakuch Gaon No 3,Dibrugarh West,Dibrugarh,Assam,India,Sessakuch Gaon No.3,,Sessakuch Gaon,291167,2063,286,18,"291167",0.13070243,Village,Rural,166270.102766927,1701.86938456241,1
1229,205124,"182862063234758",Sessakuch Gaon No 4,Dibrugarh West,Dibrugarh,Assam,India,Sessakuch Gaon No.4,,Sessakuch Gaon,291166,2063,286,18,"291166",1.38706833,Village,Rural,1764596.85265254,6668.26826130302,1
1230,205223,"182862063234678",Sessakuch N C,Dibrugarh West,Dibrugarh,Assam,India,Sessakuch N.C.,,Sessakuch N.C.,291104,2063,286,18,"291104",2.7016493,Village,Rural,3442429.70097585,8096.85998777871,1
1231,205402,"182862063234732",Sessamukh Gaon,Dibrugarh West,Dibrugarh,Assam,India,Sessamukh Gaon,,Sessamukh Gaon,291185,2063,286,18,"291185",1.30179758,Village,Rural,1654434.13450169,6168.36634933773,1
1232,206471,"182862068235480",Sessa Nepali,Tingkhong,Dibrugarh,Assam,India,Sessa Nepali,,Sessa Nepali,292014,2068,286,18,"292014",1.48352811,Village,Rural,1886667.62619183,7414.89144007952,
1233,205338,"182862063234770",Sessa T E,Dibrugarh West,Dibrugarh,Assam,India,Sessa T.E. 14/153 Orr Grant,,Sessa T.E.,291146,2063,286,18,"291146",3.06262129,Village,Rural,3900446.14569416,10682.2419533954,1
1234,206294,"182862063234836",Shahjan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Shahjan Gaon No.2,,Shahjan Gaon,291069,2063,286,18,"291069",3.8477404,Village,Rural,4899100.10556917,11285.0576936407,0.820359281734554
1235,206382,"182862063234818",Shajan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Shajan Gaon No.1,,Shajan Gaon,291075,2063,286,18,"291075",0.62793663,Village,Rural,799481.996346805,5272.19380210744,1
1236,210344,"182862065235018",Sialkati Grant T E,Chabua,Dibrugarh,Assam,India,Sialkati Grant (T.E.),,Sialkati Grant (T.E.),291444,2065,286,18,"291444",2.45764596,Village,Rural,3133803.82814476,8425.42868710451,
1237,211443,"182862067235990",Silputa Gaon,Moran,Dibrugarh,Assam,India,No.4 Silputa Gaon,,Silputa Gaon,291787,2067,286,18,"291787",0.60657515,Village,Rural,769826.574895092,4284.02758809553,1
1238,211134,"182862067235992",Silputa No 1,Moran,Dibrugarh,Assam,India,Silputa No.1,,Silputa,291785,2067,286,18,"291785",1.9547144,Village,Rural,2482566.90534355,7018.76103179169,1
1239,210570,"182862067235985",Silputa No 2,Moran,Dibrugarh,Assam,India,Silputa No.2,,Silputa,291789,2067,286,18,"291789",0.55108609,Village,Rural,699713.785636446,6253.43984059055,1
1240,211456,"182862067235987",Silputa No 3,Moran,Dibrugarh,Assam,India,Silputa No.3,,Silputa,291790,2067,286,18,"291790",0.19981899,Village,Rural,253795.901082993,2466.65143049062,1
1241,205266,"182862067236323",Silputa No 5,Moran,Dibrugarh,Assam,India,Silputa No.5,,Silputa,291784,2067,286,18,"291784",1.15423847,Village,Rural,1465783.32191557,5513.62700967805,1
1242,206482,"182862067235915",Silsili Demowkinar,Moran,Dibrugarh,Assam,India,Silsili Demowkinar,,Silsili Demowkinar,291865,2067,286,18,"291865",2.24872277,Village,Rural,2853753.00761968,8362.86321321036,1
1243,211442,"182862067235925",Silsili Kalalur Kochari Gaon,Moran,Dibrugarh,Assam,India,Silsili Kalalur Kochari Gaon,,Silsili Kalalur Kochari Gaon,291864,2067,286,18,"291864",0.61132577,Village,Rural,775812.825603778,3411.38227444241,1
1244,211338,"182862065235065",Simal Chapori,Chabua,Dibrugarh,Assam,India,Simal Chapori,,Simal Chapori,291363,2065,286,18,"291363",1.72775679,Village,Rural,2211013.42890088,6845.14103059977,
1245,205194,"182862068235393",Simaluguri,Tingkhong,Dibrugarh,Assam,India,Simaluguri,,Simaluguri,292211,2068,286,18,"292211",0.89919711,Village,Rural,1140694.21065038,4722.88364973202,
1246,211475,"182862063234711",Simoluguri Gaon,Dibrugarh West,Dibrugarh,Assam,India,Simoluguri Gaon,,Simoluguri Gaon,291213,2063,286,18,"291213",0.55720667,Village,Rural,708290.088189415,3981.9165654701,1
1247,211440,"182862067235903",Singrijan No 1,Moran,Dibrugarh,Assam,India,Singrijan No.1,,Singrijan,291923,2067,286,18,"291923",0.51801514,Village,Rural,657121.836656659,5227.64384227325,1
1248,206488,"182862067235905",Singrijan No 1,Moran,Dibrugarh,Assam,India,Singrijan No.1,,Singrijan,291931,2067,286,18,"291931",2.08049706,Village,Rural,2638800.89554563,12686.1186988688,1
1249,205393,"182862068235503",Sisumoria,Tingkhong,Dibrugarh,Assam,India,Sisumoria,,Sisumoria,292145,2068,286,18,"292145",1.0891953,Village,Rural,1382721.87057835,5943.73845114171,
1250,205221,"182862068235505",Sisumuria Borpather,Tingkhong,Dibrugarh,Assam,India,Sisumuria Borpather,,Sisumuria Borpather,292156,2068,286,18,"292156",3.03185046,Village,Rural,3847950.7771288,10427.9145247454,
1251,211451,"182862067235928",Sologuri Bongali,Moran,Dibrugarh,Assam,India,Sologuri Bongali,,Sologuri Bongali,291916,2067,286,18,"291916",1.01748313,Village,Rural,1290809.24395636,4630.87780784575,1
1252,205517,"182862067235926",Sologuri No 1,Moran,Dibrugarh,Assam,India,Sologuri No.1,,Sologuri,291917,2067,286,18,"291917",1.14629713,Village,Rural,1454231.96316396,5462.26184435103,1
1253,211453,"182862067235912",Sologuri No 2,Moran,Dibrugarh,Assam,India,Sologuri No.2,,Sologuri,291918,2067,286,18,"291918",1.84382214,Village,Rural,2339070.28447263,8473.78242133845,1
1254,206537,"182862063234718",Sonowal Gaon,Dibrugarh West,Dibrugarh,Assam,India,Sonowal Gaon,,Sonowal Gaon,291175,2063,286,18,"291175",0.5015675,Village,Rural,637712.097997849,3248.37438901484,1
1255,205258,"182862068235426",Sorojini T E,Tingkhong,Dibrugarh,Assam,India,Sorojini T.E.,,Sorojini T.E.,292136,2068,286,18,"292136",2.91080787,Village,Rural,3695029.12313036,8077.93571534569,
1256,206615,"182862068235493",Sripuria Sriparia,Tingkhong,Dibrugarh,Assam,India,Sripuria (Sriparia),,Sripuria (Sriparia),292144,2068,286,18,"292144",0.84323455,Village,Rural,1070347.51442344,4235.06061327623,
1257,206388,"182862063234807",Subachuk Gaon,Dibrugarh West,Dibrugarh,Assam,India,Subachuk Gaon,,Subachuk Gaon,291120,2063,286,18,"291120",2.04969295,Village,Rural,2609398.11568758,6873.13692102835,1
1258,205395,"182862068235434",Sukani,Tingkhong,Dibrugarh,Assam,India,Sukani,,Sukani,292076,2068,286,18,"292076",2.58322353,Village,Rural,3279987.93351891,7432.0152652167,
1259,205198,"182862068235356",Sukani Pather Block,Tingkhong,Dibrugarh,Assam,India,Sukani Pather Block,,Sukani Pather Block,292179,2068,286,18,"292179",1.64626143,Village,Rural,2088409.0623154,8404.00397352394,
1260,206525,"182862068235521",Sukan Pather,Tingkhong,Dibrugarh,Assam,India,Sukan Pather,,Sukan Pather,292052,2068,286,18,"292052",1.19455949,Village,Rural,1517534.28643151,5430.03676159559,
1261,212328,"182862068235362",Sukar Pather,Tingkhong,Dibrugarh,Assam,India,Sukar Pather,,Sukar Pather,292176,2068,286,18,"292176",0.21580258,Village,Rural,273741.37345499,2367.03455573204,
1262,206584,"182862063234783",Suta Bogpara,Dibrugarh West,Dibrugarh,Assam,India,Suta Bogpara 10/165 (B),,Suta Bogpara,291094,2063,286,18,"291094",3.58705992,Village,Rural,4572267.6407759,12467.2630381214,1
1263,205153,"182862063234782",Suta Bogpar T E,Dibrugarh West,Dibrugarh,Assam,India,Suta Bogpar T.E.10/165 O.R(A) Grant,,Suta Bogpar T.E.,291101,2063,286,18,"291101",1.9102584,Village,Rural,2434439.26984068,6341.20489772877,1
1264,205307,"182862069235651",Tairai Gaon,Naharkatiya,Dibrugarh,Assam,India,Tairai Gaon,,Tairai Gaon,292305,2069,286,18,"292305",1.36843701,Village,Rural,1738959.19892905,5691.13449377105,
1265,206792,"182862069235706",Takaubill No 1,Naharkatiya,Dibrugarh,Assam,India,Takaubill No.1,,Takaubill,292244,2069,286,18,"292244",1.77521311,Village,Rural,2258365.12330789,8745.84492735747,
1266,212324,"182862069235705",Takaubill No 2,Naharkatiya,Dibrugarh,Assam,India,Takaubill No.2,,Takaubill,292248,2069,286,18,"292248",0.76653752,Village,Rural,975020.573435674,4918.45156526829,
1267,210625,"182862064234894",Tamulbari Te,Dibrugarh East,Dibrugarh,Assam,India,Tamulbari T.E.40/43 Nlr,,Tamulbari T.E.,291318,2064,286,18,"291318",0.73275694,Village,Rural,933854.549915257,4905.3453128681,
1268,210624,"182862064234895",Tamulbari Te,Dibrugarh East,Dibrugarh,Assam,India,Tamulbari T.E.43/46 Nlr,,Tamulbari T.E.,291319,2064,286,18,"291319",1.7063776,Village,Rural,2174445.31559093,7889.56421437805,
1269,210622,"182862064234901",Tamulbari Te,Dibrugarh East,Dibrugarh,Assam,India,Tamulbari T.E.90/93 Nlr,,Tamulbari T.E.,291317,2064,286,18,"291317",1.27279203,Village,Rural,1621702.73332844,6293.10696941666,
1270,212360,"182862064234899",Tamulbari T E,Dibrugarh East,Dibrugarh,Assam,India,Tamulbari T.E.,,Tamulbari T.E.,291312,2064,286,18,"291312",1.92054263,Village,Rural,2447210.44665277,8245.88716562067,
1271,206489,"182862066235222",Tamuli Khat,Tengakhat,Dibrugarh,Assam,India,Tamuli Khat,,Tamuli Khat,291608,2066,286,18,"291608",2.37551275,Village,Rural,3024561.61475004,6942.01837810065,
1272,206636,"182862068235361",Tangapather,Tingkhong,Dibrugarh,Assam,India,Tangapather,,Tangapather,292177,2068,286,18,"292177",0.55060277,Village,Rural,698512.458140117,3282.72142666688,
1273,205303,"182862069235536",Tanti Pather,Naharkatiya,Dibrugarh,Assam,India,Tanti Pather,,Tanti Pather,292391,2069,286,18,"292391",1.57833515,Village,Rural,2004987.37316038,6041.34094210393,
1274,205099,"182862067235891",Tarajan,Moran,Dibrugarh,Assam,India,Tarajan,,Tarajan,291937,2067,286,18,"291937",1.24934688,Village,Rural,1584502.5563859,6395.41108799669,1
1275,205440,"182862069235530",Tarajan Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Tarajan Chah Bagicha,,Tarajan Chah Bagicha,292336,2069,286,18,"292336",12.20621929,Village,Rural,15511862.2886788,19834.5864263037,
1276,205272,"182862069235656",Tarani Pathar,Naharkatiya,Dibrugarh,Assam,India,Tarani Pathar,,Tarani Pathar,292308,2069,286,18,"292308",1.62893206,Village,Rural,2070710.82462862,6799.23706364509,
1277,205068,"182862069235553",Taratali Gaon,Naharkatiya,Dibrugarh,Assam,India,Taratali Gaon,,Taratali Gaon,292403,2069,286,18,"292403",1.88925936,Village,Rural,2398208.13030748,7468.86197702283,
1278,206781,"182862067235919",Telia Pather,Moran,Dibrugarh,Assam,India,Telia Pather,,Telia Pather,291920,2067,286,18,"291920",0.26247725,Village,Rural,333035.273706135,2726.41786000536,1
1279,205519,"182862067235844",Teloibari Bengali,Moran,Dibrugarh,Assam,India,Teloibari Bengali,,Teloibari Bengali,291882,2067,286,18,"291882",0.7170206,Village,Rural,910366.539421004,3707.36154146037,1
1280,206356,"182862067235850",Teloibari Block Gaon,Moran,Dibrugarh,Assam,India,Teloibari Block Gaon,,Teloibari Block Gaon,291900,2067,286,18,"291900",1.55272656,Village,Rural,1970841.770615,6465.4855190179,1
1281,210862,"182862067235842",Teloibari Gaon,Moran,Dibrugarh,Assam,India,Teloibari Gaon,,Teloibari Gaon,291842,2067,286,18,"291842",0.54032574,Village,Rural,686116.729896327,3700.75445700197,1
1282,210865,"182862067235843",Teloibari Nepali,Moran,Dibrugarh,Assam,India,Teloibari Nepali,,Teloibari Nepali,291881,2067,286,18,"291881",0.82975491,Village,Rural,1053528.75742647,5401.23701315326,1
1283,206731,"182862067235787",Teloijan Darkhasta,Moran,Dibrugarh,Assam,India,Teloijan Darkhasta No.26,,Teloijan Darkhasta,291894,2067,286,18,"291894",0.98384291,Village,Rural,1249465.97283559,4766.29205697817,1
1284,211537,"182862067235735",Teloijan Darkhsta,Moran,Dibrugarh,Assam,India,Teloijan Darkhsta No.25,,Teloijan Darkhsta,292003,2067,286,18,"292003",0.93715648,Village,Rural,1189788.27309623,4827.85838744921,1
1285,206522,"182862067235734",Teloijan Gaon,Moran,Dibrugarh,Assam,India,Teloijan Gaon,,Teloijan Gaon,292002,2067,286,18,"292002",1.11482601,Village,Rural,1415515.96077953,5520.35820733021,1
1286,211768,"182862067235831",Teloijan Shahmiadi,Moran,Dibrugarh,Assam,India,Teloijan No.1 Shahmiadi,,Teloijan Shahmiadi,291887,2067,286,18,"291887",0.36311108,Village,Rural,461221.607487748,2597.55729678538,1
1287,206373,"182862067235739",Teloikinar Bongali,Moran,Dibrugarh,Assam,India,Teloikinar Bongali,,Teloikinar Bongali,291888,2067,286,18,"291888",2.5549718,Village,Rural,3245467.8206017,10158.06033035,1
1288,210887,"182862067235783",Teloikinar Gaon,Moran,Dibrugarh,Assam,India,Teloikinar Gaon,,Teloikinar Gaon,291834,2067,286,18,"291834",0.84891795,Village,Rural,1078442.89631589,5024.51483378301,1
1289,210879,"182862066235074",Telpani Ban Gaon R F,Tengakhat,Dibrugarh,Assam,India,Telpani Ban Gaon R/F,,Telpani Ban Gaon R/F,291702,2066,286,18,"291702",4.29321228,Village,Rural,5461263.2760595,10498.8788575394,
1290,211395,"182862064234856",Telpani Block Gaon,Dibrugarh East,Dibrugarh,Assam,India,Telpani Block Gaon,,Telpani Block Gaon,291351,2064,286,18,"291351",4.25839796,Village,Rural,5419174.75501014,15888.8379756464,
1291,210897,"182862066235200",Telpani R V,Tengakhat,Dibrugarh,Assam,India,Telpani R/V,,Telpani R/V,291700,2066,286,18,"291700",1.80554426,Village,Rural,2297491.99114602,7478.70367765639,
1292,210875,"182862067235778",Tenga Koch Tengai Koch,Moran,Dibrugarh,Assam,India,Tenga Koch (Tengai Koch),,Tenga Koch (Tengai Koch),291830,2067,286,18,"291830",2.43973511,Village,Rural,3099834.56043247,8032.32760928106,1
1293,206758,"182862063234785",Tepargaon,Dibrugarh West,Dibrugarh,Assam,India,Tepargaon,,Tepargaon,291091,2063,286,18,"291091",2.28322102,Village,Rural,2910430.73550107,7709.01634188143,1
1294,205171,"182862063234808",Tepar Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Tepar Pather Gaon,,Tepar Pather Gaon,291119,2063,286,18,"291119",2.37694901,Village,Rural,3026622.12793098,7873.01843311584,1
1295,211448,"182862067235859",Tepojan,Moran,Dibrugarh,Assam,India,Tepojan,,Tepojan,291976,2067,286,18,"291976",0.36269948,Village,Rural,460077.073855408,3143.73688540183,1
1296,206508,"182862067235860",Tepojan No 2,Moran,Dibrugarh,Assam,India,Tepojan No.2,,Tepojan,291977,2067,286,18,"291977",1.68248193,Village,Rural,2134336.13705687,8071.56421527236,1
1297,205072,"182862067235947",Teporchal Bamgaon,Moran,Dibrugarh,Assam,India,Teporchal Bamgaon,,Teporchal Bamgaon,291868,2067,286,18,"291868",0.92289167,Village,Rural,1171084.28453778,4931.46589852394,1
1298,205176,"182862064234861",Tepor Chali,Dibrugarh East,Dibrugarh,Assam,India,Tepor Chali,,Tepor Chali,291339,2064,286,18,"291339",2.23205652,Village,Rural,2841658.04361812,6940.86170543744,
1299,206587,"182862067235948",Teporchali Chetia Block,Moran,Dibrugarh,Assam,India,Teporchali Chetia Block,,Teporchali Chetia Block,291869,2067,286,18,"291869",1.75062495,Village,Rural,2221768.71446056,8466.71867451594,1
1300,205263,"182862067235873",Tetonbari Borbam,Moran,Dibrugarh,Assam,India,Tetonbari Borbam,,Tetonbari Borbam,291952,2067,286,18,"291952",0.85592997,Village,Rural,1084512.52949687,4471.42873554656,1
1301,205264,"182862067235875",Tetun Bari,Moran,Dibrugarh,Assam,India,Tetun Bari,,Tetun Bari,291959,2067,286,18,"291959",0.87551233,Village,Rural,1109316.51173781,5209.60642293808,1
1302,205466,"182862065235044",Thanaichuk,Chabua,Dibrugarh,Assam,India,Thanaichuk,,Thanaichuk,291386,2065,286,18,"291386",1.80017644,Village,Rural,2297475.55674599,7181.12176313886,
1303,211795,"182862065235057",Thanai T E,Chabua,Dibrugarh,Assam,India,Thanai T.E.,,Thanai T.E.,291384,2065,286,18,"291384",2.6806615,Village,Rural,3421665.351885,7933.75992901307,
1304,205364,"182862063234804",Thangal Gaon,Dibrugarh West,Dibrugarh,Assam,India,Thangal Gaon,,Thangal Gaon,291121,2063,286,18,"291121",2.98370764,Village,Rural,3797692.57627512,7887.75490595155,1
1305,205259,"182862068235437",Thekeraguri,Tingkhong,Dibrugarh,Assam,India,Thekeraguri,,Thekeraguri,292082,2068,286,18,"292082",3.54234029,Village,Rural,4497351.29000907,12883.141152342,
1306,206386,"182862067235774",Thengal,Moran,Dibrugarh,Assam,India,Thengal,,Thengal,291762,2067,286,18,"291762",1.17930688,Village,Rural,1499378.72677305,5898.97807230198,1
1307,210886,"182862067235775",Thengal Gaon,Moran,Dibrugarh,Assam,India,Thengal Gaon No.2,,Thengal Gaon,291828,2067,286,18,"291828",3.68579594,Village,Rural,4683598.63215742,14058.2965573577,1
1308,205226,"182862067235772",Thengal N C,Moran,Dibrugarh,Assam,India,Thengal N.C. - 3,,Thengal N.C.,291761,2067,286,18,"291761",1.35848345,Village,Rural,1726815.59779602,6319.30164948086,1
1309,210874,"182862067235776",Thengal No 1,Moran,Dibrugarh,Assam,India,Thengal No.1,,Thengal,291809,2067,286,18,"291809",1.19477097,Village,Rural,1518712.5285723,5797.81067298077,1
1310,205144,"182862068235506",Thulaichuk,Tingkhong,Dibrugarh,Assam,India,Thulaichuk,,Thulaichuk,292153,2068,286,18,"292153",3.43152241,Village,Rural,4354167.08434441,10955.2713890977,
1311,210666,"182862067235724",Tikhari Chah Co Darkasta No,Moran,Dibrugarh,Assam,India,Tikhari Chah Co. Darkasta No,,Tikhari Chah Co. Darkasta No,291981,2067,286,18,"291981",0.291722,Village,Rural,370037.161309124,3702.19550966646,1
1312,210859,"182862067236010",Tikhori Bongali,Moran,Dibrugarh,Assam,India,Tikhori Bongali,,Tikhori Bongali,291992,2067,286,18,"291992",0.57786488,Village,Rural,733201.15249067,4960.35143666606,1
1313,205363,"182862066235091",Tikirabali,Tengakhat,Dibrugarh,Assam,India,Tikirabali,,Tikirabali,291645,2066,286,18,"291645",1.28560205,Village,Rural,1635515.1082116,6353.19916141946,
1314,211520,"182862066235090",Tikirabali N C,Tengakhat,Dibrugarh,Assam,India,Tikirabali N.C.,,Tikirabali N.C.,291646,2066,286,18,"291646",1.2402703,Village,Rural,1577727.52257563,8420.47749073395,
1315,210861,"182862067235849",Tiliki Amguri,Moran,Dibrugarh,Assam,India,Tiliki Amguri,,Tiliki Amguri,291899,2067,286,18,"291899",0.53138958,Village,Rural,674558.208386757,3729.94992174054,1
1316,205331,"182862064234919",Timona Gaon,Dibrugarh East,Dibrugarh,Assam,India,Timona Gaon,,Timona Gaon,291315,2064,286,18,"291315",2.11461311,Village,Rural,2693957.24752371,7352.00920048048,1
1317,205437,"182862063234746",Tinchukia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Tinchukia Gaon,,Tinchukia Gaon,291130,2063,286,18,"291130",1.87776847,Village,Rural,2388938.6002681,7907.4640089182,1
1318,205456,"182862063234790",Tingkhong Gaon,Dibrugarh West,Dibrugarh,Assam,India,Tingkhong Gaon,,Tingkhong Gaon,291085,2063,286,18,"291085",3.10122149,Village,Rural,3953682.73388233,8484.64499389132,0.833576642611311
1319,205451,"182862066235248",Tingrai Borhula,Tengakhat,Dibrugarh,Assam,India,Tingrai Borhula,,Tingrai Borhula,291496,2066,286,18,"291496",2.38785614,Village,Rural,3041008.52693079,7117.42974978769,
1320,211846,"182862066235104",Tingrai Chaariali,Tengakhat,Dibrugarh,Assam,India,Tingrai Chaariali,,Tingrai Chaariali,291598,2066,286,18,"291598",0.81631284,Village,Rural,1039000.60981033,5442.82219240057,
1321,205202,"182862066235099",Tingrai Dom Gaon,Tengakhat,Dibrugarh,Assam,India,Tingrai Dom Gaon,,Tingrai Dom Gaon,291662,2066,286,18,"291662",1.17945146,Village,Rural,1501107.62975314,5486.60141251273,
1322,206500,"182862069235674",Tingrai Doom Gaon,Naharkatiya,Dibrugarh,Assam,India,Tingrai Doom Gaon No.2,,Tingrai Doom Gaon,292252,2069,286,18,"292252",0.58845718,Village,Rural,748860.349421343,4571.73859379106,
1323,205521,"182862069235673",Tingrai Doom Gaon Tingrai,Naharkatiya,Dibrugarh,Assam,India,Tingrai Doom Gaon No.1 (Tingrai),,Tingrai Doom Gaon (Tingrai),292251,2069,286,18,"292251",1.05907402,Village,Rural,1347655.78465416,5300.17815124431,
1324,205215,"182862066235238",Tingrai Gaon,Tengakhat,Dibrugarh,Assam,India,Tingrai Gaon,,Tingrai Gaon,291602,2066,286,18,"291602",2.95715107,Village,Rural,3765385.61061773,11958.5662252936,
1325,205336,"182862066235241",Tingrai Holla,Tengakhat,Dibrugarh,Assam,India,Tingrai Holla,,Tingrai Holla,291601,2066,286,18,"291601",1.103284,Village,Rural,1404380.19749823,5710.97345721587,
