village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha
Mohmari Gaon No.2,291148,77.2,1174,242,1,a,a,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,c,c,c,c,b,Yes,c,c,c,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,No,No,No,No,0.0,1.6,0.0,0.0,3.3,0.2,0.0,68.8,0.0,68.8
Jakai T.E. No.-1 L.C.R.,291149,817.1,1403,280,1,c,a,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,No,c,c,c,b,b,Yes,c,c,c,Yes,b,Yes,Yes,b,c,b,a,c,Yes,Yes,Yes,No,No,No,0.0,15.1,0.0,0.0,15.5,0.0,0.0,785.3,0.0,785.3
Bhurbhuri Gaon No.1,291152,106.9,215,44,1,a,b,c,,,,,,0.0,No,No,Yes,Yes,No,No,No,Yes,c,c,b,c,b,b,b,b,b,Yes,b,Yes,Yes,c,c,c,a,c,Yes,a,No,No,No,No,0.0,19.6,2.1,0.0,8.8,3.4,0.0,68.3,0.0,68.3
Kamakhya Gaon,291153,284.6,829,178,1,b,b,c,,,1.0,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,b,b,b,b,b,b,b,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,15.0,0.0,4.8,10.5,0.0,0.0,254.4,0.0,254.4
Maju Temtow Bagisha,291154,220.6,1255,261,1,a,a,c,,,,,,1.0,No,No,Yes,No,No,No,No,No,Yes,c,c,c,b,Yes,c,c,c,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,0.8,0.0,0.0,1.8,0.0,0.0,215.9,0.0,215.9
Bor Temtow Gaon,291155,159.9,310,70,1,1,a,c,,,1.0,,,1.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,c,c,c,Yes,Yes,b,c,c,Yes,a,Yes,Yes,b,b,b,Yes,c,Yes,a,Yes,No,No,No,0.0,5.4,0.0,0.0,3.9,0.0,0.0,96.8,0.0,96.8
Koliani No.Gaon,291156,148.4,795,163,1,1,1,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,b,b,b,Yes,Yes,b,b,b,Yes,b,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,9.3,0.0,3.8,10.7,0.0,0.0,89.2,0.0,89.2
Chamoguri Kachari Gaon,291157,151.8,576,115,1,a,a,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,c,c,c,Yes,Yes,c,c,c,Yes,a,Yes,Yes,c,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,3.9,0.0,2.9,0.0,0.0,0.0,98.8,0.0,98.8
Harok Pather Gaon,291158,77.8,363,69,1,1,a,c,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,c,c,c,Yes,Yes,c,c,c,Yes,b,Yes,Yes,c,b,c,a,c,Yes,a,Yes,No,No,No,0.0,9.0,0.0,13.4,0.0,0.0,0.0,35.0,0.0,35.0
Bolai T.E. 42/137 Rr Grant,291159,95.5,419,83,1,a,a,a,,,,,,1.0,No,No,Yes,Yes,No,No,No,Yes,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,a,a,c,a,c,Yes,a,Yes,No,No,No,0.0,35.4,0.0,0.0,0.0,0.0,0.0,54.5,0.0,54.5
Bolaibari Gaon,291160,129.5,1022,230,1,b,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,b,c,Yes,b,b,b,b,Yes,b,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,25.3,0.0,4.0,0.0,0.0,0.0,80.0,0.0,80.0
Bolai T.E. (A) No-45-Grant,291161,285.2,450,94,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,Yes,c,Yes,Yes,a,a,a,Yes,a,Yes,Yes,b,a,b,a,c,Yes,Yes,Yes,No,No,No,0.0,264.2,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0
Bolai T.E. (B) No-45-Grant,291162,275.4,1334,256,1,a,a,a,,,,,,1.0,No,Yes,Yes,No,No,No,No,Yes,c,c,a,a,Yes,a,a,a,a,Yes,a,Yes,Yes,a,a,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,260.2,0.0,0.0,0.0,0.0,0.0,15.2,0.0,15.2
Borpather Kakoti Gaon,291163,260.4,2320,475,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,Yes,c,Yes,Yes,a,a,a,Yes,Yes,Yes,Yes,a,a,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,123.4,0.0,25.8,0.0,0.0,0.0,104.5,0.0,104.5
Lepetkatta Bangali Gaon,291164,267.5,1040,226,1,2,1,a,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,Yes,c,a,a,a,a,a,Yes,a,Yes,Yes,b,a,b,a,c,Yes,Yes,Yes,No,No,No,0.0,237.2,0.0,0.0,0.0,0.0,0.0,20.3,0.0,20.3
"Ghorania T.E.81,184,91/94No.Nlr",291165,146.5,497,101,1,a,a,a,,,,,,1.0,Yes,No,No,Yes,No,No,No,Yes,Yes,c,Yes,c,Yes,Yes,a,a,a,Yes,b,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,122.4,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0
Sessakuch Gaon No.4,291166,86.1,213,47,1,a,b,b,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,a,b,b,Yes,c,Yes,a,Yes,No,No,No,0.0,7.2,0.0,0.0,10.4,2.5,0.0,64.7,0.0,64.7
Sessakuch Gaon No.3,291167,80.3,26,7,a,a,c,c,,,,,,1.0,No,No,Yes,No,No,No,No,No,Yes,c,a,c,a,a,a,a,a,a,a,a,Yes,b,b,b,Yes,c,a,a,Yes,No,No,No,0.0,11.2,0.0,19.4,6.7,3.3,0.0,37.4,0.0,37.4
Aliachuk Gaon,291168,245.1,307,65,1,a,a,b,,,,,,1.0,No,Yes,Yes,No,No,No,No,Yes,c,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,45.8,0.0,0.0,11.5,2.2,0.0,178.9,0.0,178.9
Sessakuch Gaon No.2,291169,35.8,256,56,1,a,b,b,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,13.1,0.0,4.1,0.0,0.0,0.0,16.1,0.0,16.1
Sessakuch Gaon No.1,291170,34.3,213,44,1,b,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,a,c,b,a,a,a,a,Yes,a,Yes,Yes,a,b,a,Yes,c,Yes,a,Yes,No,No,No,0.0,12.1,0.0,0.0,0.0,0.0,0.0,20.8,0.0,20.8
Dewanbari Kaibatra Gaon No.1,291171,125.4,573,120,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,a,c,b,b,a,a,a,Yes,a,Yes,Yes,a,a,c,a,c,Yes,Yes,Yes,No,No,No,0.0,35.7,0.0,16.7,2.2,0.0,0.0,66.2,0.0,66.2
Dewanbari Kaibatra Gaon No.2,291172,50.9,930,190,1,a,a,a,,,,,,1.0,No,Yes,Yes,No,No,No,No,Yes,Yes,c,Yes,c,a,a,a,a,a,Yes,b,Yes,Yes,a,a,c,a,c,Yes,Yes,Yes,No,No,No,0.0,12.2,0.0,0.0,1.2,0.0,0.0,35.7,0.0,35.7
Bhogamur Gaon,291173,253.6,726,150,1,1,b,b,,,,,,1.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,c,b,c,Yes,b,b,b,b,Yes,b,Yes,Yes,b,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,56.2,0.0,16.2,0.0,0.0,0.0,181.1,0.0,181.1
Sonowal Gaon,291175,50.6,502,102,1,1,a,a,,,,,,1.0,No,No,Yes,No,Yes,No,Yes,No,Yes,c,a,c,Yes,Yes,a,a,a,Yes,a,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,12.6,0.0,0.0,0.0,0.0,0.0,38.0,0.0,38.0
Lazai Gaon,291176,255.2,1102,231,1,2,1,1,,,,,,1.0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,c,Yes,c,Yes,Yes,Yes,Yes,Yes,Yes,b,Yes,Yes,Yes,Yes,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,38.2,0.0,0.0,0.0,0.0,0.0,217.0,0.0,217.0
Lazai Gaon Pather,291177,65.2,534,106,1,a,a,a,,,,,,1.0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,c,a,c,a,a,a,a,a,Yes,b,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,5.2,0.0,0.0,43.4,0.0,0.0,16.6,0.0,16.6
Bordoibam Bridhi Blook,291178,12.9,439,89,1,1,b,b,,,,,,1.0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,a,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,2.9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
Sessakiner  Bridhi Blook,291179,55.9,108,22,a,a,b,b,,,,,,0.0,No,No,Yes,No,Yes,No,No,No,c,c,a,c,a,a,a,a,a,Yes,a,a,Yes,a,c,c,Yes,c,a,a,No,No,No,No,0.0,25.0,0.0,0.0,0.0,0.0,0.0,30.9,0.0,30.9
Bordoibam Gaon,291180,409.7,851,173,2,a,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,142.8,0.0,128.6,0.0,0.0,0.0,138.2,0.0,138.2
Sessakiner Gaon,291181,186.8,553,97,1,a,b,b,,,,,,1.0,No,No,Yes,No,No,No,No,Yes,c,c,b,c,b,b,b,b,b,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,Yes,No,No,No,No,0.0,21.0,0.0,0.0,0.0,0.0,0.0,165.9,0.0,165.9
Lezai Miri Pather Gaon,291182,214.5,1123,222,2,2,1,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,c,c,b,b,Yes,b,b,b,b,Yes,b,Yes,Yes,a,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,35.5,0.0,0.0,0.0,0.0,0.0,179.0,0.0,179.0
Chakoi Pathar Bridhi Blook,291184,11.1,369,79,1,a,a,b,,,,,,1.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,c,Yes,c,a,a,b,b,b,Yes,a,Yes,Yes,a,c,b,a,c,Yes,a,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,11.1
Sessamukh Gaon,291185,176.5,145,27,1,a,a,c,,,,,,1.0,No,No,No,Yes,No,No,No,Yes,Yes,c,b,c,a,c,c,c,c,Yes,a,a,Yes,a,c,c,a,c,Yes,b,Yes,No,No,No,0.0,65.4,0.0,0.0,28.1,5.4,0.0,77.7,0.0,77.7
29 No-Nelami Grant,291188,110.4,319,51,1,a,a,c,,,,,,1.0,No,No,Yes,No,Yes,No,No,Yes,Yes,c,a,c,a,a,c,c,c,Yes,a,Yes,Yes,b,c,c,Yes,c,Yes,b,Yes,No,No,No,0.0,5.4,0.0,0.0,0.0,0.0,0.0,105.0,0.0,105.0
Burisuti Kaibatra Gaon,291189,35.3,318,63,1,a,a,b,,,,,,1.0,Yes,No,No,Yes,No,No,No,Yes,Yes,c,a,c,a,c,c,c,c,Yes,a,Yes,Yes,b,c,c,Yes,c,Yes,c,Yes,No,No,No,0.0,15.8,0.0,0.0,0.0,0.0,0.0,19.5,0.0,19.5
102 No-Nelami Grant,291190,86.6,158,30,1,a,a,c,,,,,,1.0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,c,b,c,a,c,c,c,c,Yes,a,Yes,Yes,a,c,b,Yes,a,Yes,c,Yes,No,No,No,0.0,2.1,0.0,0.0,10.0,0.0,0.0,74.5,0.0,74.5
Motak Kaibatra Gaon,291191,133.2,979,176,1,1,1,b,,,,,,1.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,c,b,c,c,c,c,c,c,Yes,a,Yes,Yes,a,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,8.7,0.0,13.5,6.7,0.0,0.0,103.0,0.0,103.0
Chari Banhi Hingari Gaon,291194,58.0,268,60,1,a,a,c,,,,,,1.0,No,No,Yes,No,No,No,No,Yes,c,c,b,c,b,c,c,c,c,Yes,b,Yes,Yes,a,c,c,Yes,c,Yes,c,No,No,No,No,0.0,19.2,0.0,25.0,0.0,0.0,0.0,13.9,0.0,13.9
Chari Banhi Gaon,291195,344.2,290,63,1,a,a,b,,,,,,1.0,No,No,Yes,No,No,Yes,No,Yes,Yes,c,a,c,b,c,c,c,c,Yes,a,Yes,Yes,a,c,b,Yes,c,Yes,c,Yes,No,No,No,0.0,89.5,0.0,0.0,23.1,7.1,0.0,212.3,0.0,212.3
Motak Gaon,291196,140.5,497,100,1,1,1,b,,,,,,1.0,Yes,No,Yes,No,No,No,No,Yes,Yes,c,a,c,a,c,c,c,c,Yes,b,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,84.7,0.0,0.0,0.0,6.1,0.0,49.8,0.0,49.8
Kolakhowa Gozal Gaon,291197,319.8,1103,200,3,1,b,c,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,c,a,c,Yes,a,c,c,c,Yes,a,Yes,Yes,a,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,54.9,0.0,35.0,20.1,6.7,33.5,166.2,0.0,166.2
Nogachuk Pather Gaon,291198,55.2,99,17,1,a,,a,,1.0,,,,0.0,No,No,No,Yes,No,No,No,No,Yes,c,a,c,a,a,c,c,c,c,b,a,Yes,b,c,c,Yes,c,Yes,c,Yes,No,No,No,0.0,3.3,0.0,0.0,6.7,0.0,0.0,41.8,0.0,41.8
182 No.Banhbari Grant,291199,85.7,558,106,1,1,a,a,,,,,,1.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,c,a,c,a,Yes,a,a,a,Yes,b,Yes,Yes,a,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,10.7,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0
Banhbari Gaon No.2,291200,38.7,7,2,a,a,a,a,,,,,,0.0,No,No,Yes,No,No,No,No,No,Yes,c,a,c,a,a,a,a,a,a,a,a,Yes,a,c,b,Yes,c,a,c,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,0.0
Banhbari Gaon No.1,291201,129.0,460,94,1,1,a,a,,,,,,1.0,No,No,Yes,No,Yes,No,No,Yes,Yes,c,a,c,c,a,a,a,a,Yes,a,Yes,Yes,a,c,b,a,c,Yes,Yes,Yes,No,No,No,0.0,14.2,0.0,0.0,11.2,5.4,0.0,98.3,0.0,98.3
Janzi Mukh N.C.,291202,67.0,79,17,1,a,a,a,,,,,,1.0,No,No,Yes,Yes,No,No,No,No,Yes,c,Yes,c,a,a,b,b,b,b,a,a,Yes,a,c,b,a,c,Yes,a,Yes,No,No,No,0.0,10.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0
Janzimukh Gaon,291203,90.3,575,99,1,a,a,a,,,,,,1.0,No,No,Yes,No,Yes,Yes,No,Yes,Yes,c,a,c,b,b,b,b,b,Yes,b,Yes,Yes,a,b,b,a,c,Yes,Yes,Yes,No,No,No,0.0,15.3,0.0,0.0,0.0,0.0,0.0,75.0,0.0,75.0
Lazai Miri Gaon,291204,160.4,1830,316,2,a,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,b,c,Yes,b,b,b,b,Yes,b,Yes,Yes,a,b,b,a,c,Yes,Yes,Yes,No,No,No,0.0,40.4,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0
Pani Gaon No.1,291205,151.9,398,83,1,b,b,b,,,,,,1.0,No,No,Yes,No,No,Yes,No,Yes,b,c,b,c,b,b,b,b,b,Yes,b,Yes,Yes,a,b,b,Yes,c,Yes,a,No,No,No,No,0.0,35.4,0.0,0.0,0.0,0.0,0.0,116.5,0.0,116.5
Pani Gaon No.2,291206,49.3,82,20,1,a,a,a,,,,,,1.0,No,No,Yes,No,Yes,No,No,Yes,a,c,a,c,b,b,a,a,a,a,a,a,Yes,c,a,c,Yes,c,Yes,a,No,No,No,No,0.0,28.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,21.3
Bhogamur Gaon No.1,291207,167.3,321,67,1,a,b,b,,,,,,1.0,No,No,Yes,No,No,No,Yes,No,a,c,b,c,b,b,b,b,b,Yes,b,Yes,Yes,c,c,c,a,c,Yes,a,No,No,No,No,0.0,45.6,0.0,0.0,11.8,0.0,0.0,110.0,0.0,110.0
Bhogamur Tiniali Gaon,291208,177.4,556,117,1,1,b,b,,,,,,0.0,No,No,Yes,No,No,No,No,Yes,a,c,b,b,b,Yes,b,b,b,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,No,No,No,No,0.0,34.8,0.0,0.0,3.2,0.0,0.0,137.3,0.0,137.3
Bhogamur Gaon No.3,291209,146.3,55,12,a,a,a,a,,,,,,1.0,No,No,Yes,No,Yes,No,No,Yes,a,c,a,c,a,a,a,a,a,a,a,a,Yes,c,c,c,b,c,a,a,No,No,No,No,0.0,24.2,0.0,0.0,3.2,0.0,0.0,105.5,0.0,105.5
Bali Gaon,291210,275.8,843,179,1,1,a,a,,,,,,1.0,Yes,No,Yes,No,No,No,Yes,No,Yes,c,a,b,Yes,Yes,a,a,a,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,20.0,0.0,0.0,9.6,0.0,0.0,236.2,0.0,236.2
Kotoha Bangali Gaon,291211,126.5,903,182,1,1,1,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,c,a,a,Yes,b,b,b,Yes,a,Yes,Yes,a,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,23.6,9.0,28.2,8.0,0.0,0.0,41.4,0.0,41.4
Kawoimari N.C.,291212,161.7,1132,246,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,c,c,a,Yes,a,b,b,b,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,48.0,6.1,0.0,3.0,0.0,0.0,105.0,0.0,105.0
Simoluguri Gaon,291213,19.4,25,6,1,a,a,a,,,,,,1.0,No,No,No,Yes,No,No,No,Yes,Yes,c,a,a,a,a,a,a,a,a,a,a,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,17.8,0.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5
Dihing Kaibatra Gaon,291214,21.1,435,88,1,b,b,b,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,c,c,c,Yes,a,a,a,a,Yes,a,Yes,Yes,a,c,b,Yes,c,a,a,Yes,No,No,No,0.0,5.1,0.6,0.0,0.0,0.0,0.0,15.0,0.0,15.0
Kotoha Gaon,291215,214.7,903,202,2,1,1,b,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,Yes,c,Yes,Yes,Yes,Yes,Yes,Yes,b,Yes,Yes,Yes,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,39.6,0.0,3.0,0.3,0.0,0.0,151.8,0.0,151.8
53 No-F.C. Grant,291216,41.5,185,44,a,a,b,b,,,,,,1.0,Yes,No,Yes,No,No,No,Yes,No,Yes,c,c,b,b,b,a,a,a,Yes,a,a,Yes,b,b,c,Yes,c,a,a,Yes,No,No,No,0.0,24.6,0.0,0.0,0.0,0.0,0.0,16.9,0.0,16.9
Nibuk Gaon,291217,150.5,270,64,1,c,a,b,,,,,,1.0,Yes,No,Yes,No,No,No,No,Yes,Yes,c,a,b,a,a,Yes,Yes,b,Yes,b,Yes,Yes,a,b,b,Yes,c,Yes,a,Yes,No,No,No,0.0,21.2,0.0,0.0,6.7,2.5,0.0,116.8,0.0,116.8
Nowjan Salmari N.C.,291218,35.2,106,26,a,a,b,b,,,,,,1.0,No,No,Yes,No,No,No,No,Yes,Yes,c,c,b,b,b,a,a,a,Yes,a,a,Yes,b,c,b,a,c,a,a,Yes,No,No,No,0.0,11.5,0.0,0.0,0.0,0.0,0.0,21.6,0.0,21.6
Nowjan Gaon No.1,291219,214.6,534,118,1,a,a,a,,,,,,1.0,Yes,No,Yes,No,Yes,No,No,Yes,Yes,c,a,b,a,Yes,a,a,a,Yes,a,Yes,Yes,b,b,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,41.1,0.0,4.0,0.0,0.0,0.0,164.4,0.0,164.4
Bolai Gaon,291220,275.4,717,134,1,a,b,b,,,,,,1.0,Yes,No,No,Yes,No,No,Yes,Yes,Yes,c,a,b,a,a,c,a,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,Yes,No,0.0,55.9,0.0,30.4,0.0,0.0,0.0,186.6,0.0,186.6
Nowjan Gaon No.2,291221,43.3,698,150,1,a,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,c,a,a,a,Yes,a,a,a,Yes,a,Yes,Yes,b,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,7.8,0.0,0.0,0.0,0.0,0.0,33.4,0.0,33.4
Bolai No-Gaon,291222,103.9,653,140,1,1,1,b,,,1.0,,,1.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,c,a,b,Yes,c,a,a,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,26.8,0.0,0.0,0.0,0.0,0.0,72.4,0.0,72.4
Deori Gaon,291223,350.2,192,39,1,a,b,b,,,,,,1.0,No,No,Yes,Yes,No,No,No,Yes,Yes,c,a,b,a,a,a,a,a,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,172.8,60.5,0.0,19.5,0.0,0.0,91.2,0.0,91.2
Kachomari Deori N.C.,291224,42.8,12,2,1,a,a,c,,,,,,1.0,No,No,No,Yes,No,No,Yes,No,Yes,c,c,c,a,a,c,c,c,c,a,Yes,a,c,c,c,a,c,Yes,a,Yes,No,No,No,0.0,3.4,0.0,0.0,2.2,0.0,0.0,23.8,0.0,23.8
Kachomari Deori Gaon,291225,107.2,162,28,1,a,c,c,,,,,,1.0,Yes,No,No,Yes,No,No,No,Yes,Yes,c,Yes,c,c,Yes,a,c,c,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,6.7,0.0,0.0,3.4,0.0,0.0,22.3,0.0,22.3
Dihing Thakerani Gaon,291226,207.4,378,75,1,1,a,c,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,c,c,Yes,Yes,b,b,a,c,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,13.9,0.0,19.1,4.4,0.0,0.0,118.0,0.0,118.0
Kachomari Hatigar Gaon,291227,57.6,283,59,1,a,a,c,,,1.0,,,1.0,No,No,Yes,No,No,No,No,Yes,Yes,c,c,c,c,Yes,c,c,c,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,12.2,0.0,0.0,0.3,0.0,0.0,43.4,0.0,43.4
Kowar Kharoni Gaon,291228,59.5,630,129,1,a,a,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,c,c,c,Yes,Yes,b,a,b,Yes,b,Yes,Yes,c,c,c,a,c,Yes,Yes,Yes,No,No,No,0.0,2.9,0.0,3.1,0.0,0.0,0.0,8.9,0.0,8.9
Panitola Konwar Gaon,291229,190.7,606,122,1,a,a,c,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,c,c,c,Yes,Yes,c,c,c,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,2.7,0.0,7.9,0.0,0.0,0.0,146.5,0.0,146.5
Ghetira Pather Gaon,291230,115.0,332,60,1,a,c,c,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,Yes,c,c,c,c,a,c,a,c,Yes,a,Yes,Yes,c,c,c,Yes,c,a,a,Yes,No,No,No,0.0,3.2,0.0,0.0,0.0,0.0,0.0,101.6,0.0,101.6
Dihing Khamtighat Gaon,291231,55.4,245,46,1,a,,c,,,,,,0.0,No,No,Yes,No,No,No,No,Yes,Yes,c,c,c,b,Yes,c,c,c,Yes,b,Yes,Yes,c,c,c,a,c,Yes,a,Yes,No,No,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4,0.0,55.4
Borbill Gaon No.2,291232,113.3,105,20,a,a,b,c,,,1.0,,,1.0,No,No,Yes,No,No,No,No,Yes,Yes,c,c,c,a,a,a,a,a,Yes,a,Yes,Yes,c,c,c,Yes,c,a,a,Yes,No,No,No,9.8,9.8,0.0,0.0,6.7,0.0,0.0,83.5,0.0,83.5
Borbill Gaon No.1,291233,204.7,644,131,1,a,b,c,,,,,,1.0,No,No,Yes,No,No,No,No,Yes,Yes,c,c,c,Yes,Yes,a,a,a,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,32.2,0.0,0.0,6.1,0.0,0.0,161.8,0.0,161.8
Chamoguri Bangali Gaon,291234,114.1,517,113,1,a,a,c,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,c,c,c,Yes,Yes,c,c,c,Yes,c,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,8.8,0.0,35.1,0.0,0.0,0.0,19.5,0.0,19.5
Hanchara Pather Gaon,291235,70.8,118,25,1,a,a,c,,,,,,1.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,c,c,c,c,b,b,b,b,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,1.6,0.0,0.0,4.7,0.0,0.0,63.2,0.0,63.2
Hanchara Gaon,291236,56.8,425,90,1,a,c,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,c,c,Yes,c,b,b,b,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,a,Yes,No,No,No,0.0,1.5,0.0,0.0,1.1,0.0,0.0,49.4,0.0,49.4
